"","Mouse_ID","Tested_by","Machine","Measurements","Ct_mean","Ct_mean_Ep","Ct_mean_ABI","Oocyst_Predict","ILWE_DNA_Content_ng.microliter","ILWE_DNA_used_up","HI","Code","Transect","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","State","Arrival","Wean","Death","DaysInLab","Spleen","Lepid","Uterus","Ovaria","Grav","Litters","NN","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Zfy2","Y","Mix_Syphacia_Aspiculuris","Worms_presence","Heligmosomoides_polygurus","SRY1","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","n18S_Seq","COI_Seq","ORF470_Seq","eimeriaSpecies","Region","Sperm","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length"
"257","AA_0303","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.2,"KLEINS31","HZ_BR","M",13.8675,52.2428,2017,"d","m","d","d","d","d","d","d","94","100","125","100","70/100","100","dd","dd","mm","dd","dm","dd",14,"DE",NA,NA,NA,NA,0.0528,NA,NA,NA,NA,NA,NA,NA,0,137,NA,NA,NA,TRUE,0,NA,0,0,137,0,0,0,"Alice","March2018",0,2,1,1,0,0,1,4,1.125,0.1,2812500,8,-12.55,-2.07,"negative","positive","positive","E_ferrisi",NA,NA,18.92,83.28,FALSE,0.0194,0.04,232,0.0506,0.0538,91.96
"258","AA_0304","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.52,"HOPPE1","HZ_BR","F",13.676085,52.497666,2017,"d",NA,"dd","dd","mm","mm","mm","mm","100","100","100/125","100","100","80","mm","dd","dm","dd","dd","mm",13,"DE",NA,NA,NA,NA,0.0258,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,TRUE,0,NA,0,0,4,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-14.87,-11.04,"negative","negative","negative","Negative",NA,NA,15.58,82.08,FALSE,NA,0.69,NA,NA,NA,81.92
"259","AA_0304_E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7142857143,"HOPPE1","HZ_BR","M",13.6761,52.4978,2017,"d","m","","d","m","m","m","m","","","","","","","","","","","","",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","AA_0304_E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666666667,"HOPPE1","HZ_BR","M",13.6761,52.4978,2017,"d","m","","d","m","m","m","","","","","","","","","","","","","",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","AA_0305","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.2,"SCHORF28","HZ_BR","F",13.5353,52.8969,2017,"d",NA,"mm","dm","dd","dd","dd","dd","94","100","100/125","100/120","100","100","dd","dd","dm","dm","dd","dd",13,"DE",NA,NA,NA,NA,0.0135,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.04,-10.85,"negative","negative","negative","Negative",NA,NA,7.07,57.55,FALSE,NA,NA,NA,NA,NA,66.71
"262","AA_0306","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.2631578947,"KLEINS31","HZ_BR","M",13.8675,52.2428,2017,NA,"m","m","d","d","d","d","m","94","100","125","100","100","100","dd","dd","mm","dd","dd","dd",13,"DE",NA,NA,NA,NA,0.0274,NA,NA,NA,NA,NA,NA,NA,0,17,NA,NA,NA,TRUE,0,NA,0,0,17,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.54,-10.99,"negative","negative","negative","Negative",NA,NA,12.79,73.74,FALSE,0.0042,0.46,NA,0.0322,0.0334,82.9
"263","AA_0307","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.12,"KLEINS31","HZ_BR","F",13.8675,52.2428,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94/100","100","100/125","100","70/100","100","dm","dd","dm","dd","dm","dd",13,"DE",NA,NA,NA,NA,368,NA,NA,NA,NA,NA,NA,NA,0,43,NA,NA,NA,TRUE,0,NA,0,0,43,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-14.1,-10.51,"negative","negative","negative","Negative",NA,NA,16.75,78.75,FALSE,NA,0.56,NA,NA,NA,85.58
"264","AA_0308","YVT","Eppendorf",1,36.15,36.15,NA,100,NA,NA,0.3,"KLEINS31","HZ_BR","M",13.8675,52.2428,2017,"d","m","d","d","d","d","d","d","94/100","100","125","100","70","100","dm","dd","mm","dd","mm","dd",14,"DE",NA,NA,NA,NA,0.0395,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,TRUE,0,NA,0,0,1,0,0,0,"Alice","March2018",2,3,6,5,5,7,5,4,4.625,0.1,889423.076923077,8,-13.5,-6.32,"positive","positive","positive","E_ferrisi",NA,NA,14.44,75.23,FALSE,0.0112,0.52,19,0.0358,0.0424,82.77
"265","AA_0309","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.24,"KLEINS31","HZ_BR","F",13.8675,52.2428,2017,"d",NA,"mm","dm","dd","dd","dd","dd","94","100","125","100","70/100","100","dd","dd","mm","dd","dm","dd",13,"DE",NA,NA,NA,NA,0.0544,NA,NA,NA,NA,NA,NA,NA,0,56,NA,NA,NA,TRUE,0,NA,0,0,56,0,0,0,"Alice","March2018",1,0,0,1,1,2,0,3,1,0.1,1666666.66666667,8,-6.46,NA,"negative","positive","positive","E_ferrisi",NA,NA,15.87,83.14,FALSE,NA,0.06,NA,NA,NA,89.49
"266","AA_0310","YVT","Eppendorf",1,30.49,30.49,NA,4628,NA,NA,0.8,"ALTG26","HZ_BR","F",14.0953,52.7383,2017,"m",NA,"mm","mm","mm","dm","dm","mm","100","95","125","100","70","80/100","mm","mm","mm","dd","mm","dm",13,"DE",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,0,13,NA,NA,NA,TRUE,0,NA,0,0,13,0,0,0,"Alice","March2018",0,1,0,4,2,0,0,0,0.875,0.1,1250000,8,-12.715,-9.21,"negative","positive","positive","E_falciformis",NA,NA,7.75,60.4,FALSE,NA,0.07,NA,NA,NA,56.93
"267","AA_0311","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.88,"ALTG26","HZ_BR","F",14.0953,52.7383,2017,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,"DE",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0,135,NA,NA,NA,TRUE,0,NA,0,0,135,0,5,0,"Alice","March2018",4,3,2,3,4,3,2,3,3,0.1,1034482.75862069,8,-15.48,-15.6,"negative","negative","negative","Negative",NA,NA,14.12,77.78,FALSE,NA,0.29,NA,NA,NA,73.49
"268","AA_0312","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.96,"ALTG26","HZ_BR","F",14.0953,52.7383,2017,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,"DE",NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,0,260,NA,NA,NA,TRUE,0,NA,0,0,260,1,0,0,"Alice","March2018",7,5,6,7,7,4,9,7,6.5,1,144444.444444444,8,-11.56,-11.41,"positive","positive","positive","E_ferrisi",NA,NA,19.84,78.14,TRUE,NA,0.45,NA,NA,NA,68.08
"269","AA_0313","YVT","Eppendorf",1,37.62,37.62,NA,37,NA,NA,0,"HOPPE1","HZ_BR","F",13.676085,52.497666,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,TRUE,0,NA,0,0,5,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-17.9,-12.09,"negative","negative","negative","Negative",NA,NA,16.43,87.56,FALSE,NA,0.16,NA,NA,NA,85.8
"270","AA_0314","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.3,"KLEINS31","HZ_BR","M",13.8675,52.2428,2017,"d","m","d","m","d","d","d","d","94","100","125","100","70","100","dd","dd","mm","dd","mm","dd",14,"DE",NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,0,17,NA,NA,NA,TRUE,0,NA,0,0,17,0,0,0,"Alice","March2018",5,9,4,6,7,15,16,12,9.25,0.1,7708333.33333333,8,-10.9,-2.82,"positive","positive","positive","E_ferrisi",NA,NA,13.68,66.99,FALSE,26,0.12,45,83,86,83.2
"271","AA_0315","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.48,"HOPPE1","HZ_BR","F",13.676085,52.497666,2017,"d",NA,"mm","dm","dm","dm","dm","dm","100","95/100","100","100","100","80","mm","dm","dd","dd","dd","mm",13,"DE",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-14.8,-14.33,"negative","negative","negative","Negative",NA,NA,18.73,80.01,FALSE,NA,0.79,NA,NA,NA,82.41
"272","AA_0316","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.6315789474,"CROU17","HZ_BR","M",14.1161,52.7914,2017,NA,"m","m","m","m","m","m","m","94","100","100/125","120","70","100","dd","dd","dm","mm","mm","dd",13,"DE",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,TRUE,0,NA,0,0,6,0,5,0,"Alice","March2018",13,14,9,7,6,6,8,12,9.375,1,302419.35483871,8,-6.59,-3.06,"positive","positive","positive","E_ferrisi",NA,NA,10.59,69.08,FALSE,NA,0.31,NA,NA,NA,62.84
"273","AA_0317","YVT","Eppendorf",1,35.78,35.78,NA,129,NA,NA,0.25,"KLEINS31","HZ_BR","M",13.8675,52.2428,2017,"d","m","d","m","d","d","d","d","94","100","100/125","100","70/100","80/100","dd","dd","dm","dd","dm","dm",14,"DE",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0,18,NA,NA,NA,TRUE,0,NA,0,0,18,0,0,0,"Alice","March2018",1,3,1,0,0,0,0,1,0.75,0.1,153061.224489796,8,-14.21,-6.98,"positive","positive","positive","E_ferrisi",NA,NA,17.55,82.54,FALSE,0.0263,0.49,0.1048,0.1097,0.1111,84.4
"274","AA_0318","YVT","Eppendorf",1,31.31,31.31,NA,2656,NA,NA,0.8260869565,"CROU17","HZ_BR","F",14.1161,52.7914,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","100","125","120",NA,"80","mm","dd","mm","mm",NA,"mm",12,"DE",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0,76,NA,NA,NA,TRUE,0,NA,0,0,76,15,19,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-5,-5,"negative","positive","negative","Negative",NA,NA,16.05,82.77,TRUE,NA,0.19,NA,NA,NA,72.63
"275","AA_0319","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.08,"DUBEN24","HZ_BR","F",13.8103,51.8978,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","70","100","dd","dd","dd","dd","mm","dd",13,"DE",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,TRUE,0,NA,0,0,0,9,0,0,"Alice","March2018",24,45,26,22,22,19,32,17,25.875,0.1,3080357.14285714,8,NA,-7.82,"positive","positive","positive","E_ferrisi",NA,NA,14.2,73.41,TRUE,NA,0.84,NA,NA,NA,74.28
"276","AA_0320",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05555555556,"DUBEN24","HZ_BR","M",13.8103,51.8978,2017,"d","m","d","d","d","d","d","d","94",NA,"100","100","100","100","dd",NA,"dd","dd","dd","dd",13,"DE",NA,NA,NA,NA,0.0509,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,-11.29,"negative","negative","negative","Negative",NA,NA,16.37,79.23,FALSE,0.0237,0.74,0.1369,0.0702,0.0702,84.3
"277","AA_0321",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8947368421,"DORETT","HZ_BR","M",13.4622,53.1119,2017,"m","m","m","m",NA,"d","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",13,"DE",NA,NA,NA,NA,0.0335,NA,NA,NA,NA,NA,NA,NA,0,37,NA,NA,NA,TRUE,0,NA,0,0,37,0,0,0,"Alice","March2018",1,0,0,2,0,2,2,0,0.875,0.1,213414.634146341,8,-10.05,-8.73,"positive","positive","positive","E_vermiformis",NA,NA,9.42,69.59,FALSE,0.0139,0.41,0.0221,0.0516,0.0518,65.19
"278","AA_0322","YVT","Eppendorf",1,22.59,22.59,NA,974580,NA,NA,0.15,"WOLZ1","HZ_BR","M",13.8339,52.2694,2017,"d","m","d","m","d","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",14,"DE",NA,NA,NA,NA,0.0291,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,TRUE,0,NA,0,0,1,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-13.34,-12.66,"negative","negative","negative","Negative",NA,NA,16.85,77.72,FALSE,0.0142,0.6,0.0436,0.0945,0.0965,87.97
"279","AA_0323","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.8260869565,"DORETT","HZ_BR","F",13.4622,53.1119,2017,"m",NA,"mm",NA,"mm","dd","mm","mm","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",12,"DE",NA,NA,NA,NA,0.0137,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-17.93,-3.605,"negative","negative","negative","Negative",NA,NA,8.1,69.25,FALSE,NA,0.75,NA,NA,NA,60.8
"280","AA_0324","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.84,"DORETT","HZ_BR","F",13.4622,53.1119,2017,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",13,"DE",NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,0,83,NA,NA,NA,TRUE,0,NA,0,0,83,0,2,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-14.35,-10.99,"negative","negative","negative","Negative",NA,NA,15.54,81.92,FALSE,NA,0.33,NA,NA,NA,73.32
"281","AA_0325","YVT-Tes","Eppendorf + Quantstudio1",2,31.85107122,22.69,31.85107122,1842,NA,NA,0.8,"STORK84","HZ_BR","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","100","125","120","90","80","mm","dd","mm","mm","mm","mm",14,"DE",NA,NA,NA,NA,0.0651,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,NA,TRUE,0,NA,3,0,7,0,0,0,"Alice","March2018",1,0,2,1,0,1,0,1,0.75,0.1,258620.689655172,8,-5,-6.98,"negative","negative","negative","Negative",NA,NA,14.71,79.52,FALSE,0.0137,0.29,0.0321,0.0656,0.0652,73.51
"282","AA_0326","YVT","Eppendorf",1,31.3,31.3,NA,2674,NA,NA,0.7,"JOACHH3","HZ_BR","M",13.4589,53.1247,2017,"d","m","m","m","m","d","d","m","94","95","125","120","90/100","80","dd","mm","mm","mm","dm","mm",14,"DE",NA,NA,NA,NA,0.0459,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,TRUE,0,NA,0,0,2,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.97,-10.93,"negative","negative","negative","Negative",NA,NA,12.71,75.86,TRUE,13,0.51,0.0741,0.0547,0.0564,75.86
"283","AA_0327","YVT","Eppendorf",1,36.68,36.68,NA,70,NA,NA,0.72,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","100","100/125","120","70/90","80/100","mm","dd","dm","mm","mm","dm",13,"DE",NA,NA,NA,NA,0.0416,NA,NA,NA,NA,NA,NA,NA,18,0,NA,NA,NA,TRUE,0,NA,0,1,18,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-13.78,-13.61,"negative","negative","negative","Negative",NA,NA,17.17,84.8,FALSE,NA,0.12,NA,NA,NA,75.82
"284","AA_0328","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.76,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95/100","100/125","120","90","100","mm","dm","dm","mm","mm","dd",13,"DE",NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.17,-7.13,"positive","positive","negative","E_falciformis",NA,NA,7.65,64.2,FALSE,NA,0.05,NA,NA,NA,68.05
"285","AA_0329",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"BRIES23","HZ_BR","M",14.0189,51.9661,2017,"m","m","m","m","m","m","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",14,"DE",NA,NA,NA,NA,0.0206,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,-12.05,"negative","negative","negative","Negative",NA,NA,16.09,80.24,FALSE,0.0178,0.61,0.0869,0.0603,0.0618,80.38
"286","AA_0330",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8947368421,"HOHST14","HZ_BR","M",13.9906,52.5692,2017,"d",NA,"m","m","d","m","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,0.0206,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,TRUE,0,NA,0,0,4,0,0,0,"Lorenzo","2017",0,0,0,0,0,0,0,0,0,1,0,8,NA,-11.63,"negative","negative","negative","Negative",NA,NA,15.75,82.68,FALSE,0.0185,0.19,0.1134,62,0.0641,77.85
"287","AA_0331",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9565217,"TEMPL1","HZ_BR","F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","mm","mm","mm",NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",12,"DE",NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,12,214,NA,NA,NA,TRUE,0,NA,0,0,226,0,0,1,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,-9.42,"negative","negative","negative","Negative",NA,NA,16.77,80.89,FALSE,NA,0.12,NA,NA,NA,75.87
"288","AA_0332",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9565217,"TEMPL1","HZ_BR","F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","dm","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",12,"DE",NA,NA,NA,NA,0.0306,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,TRUE,0,NA,0,0,13,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,-9.93,"negative","negative","negative","Negative",NA,NA,16.89,82.56,FALSE,NA,0.4,NA,NA,NA,76.29
"289","AA_0333","YVT","Eppendorf",1,30.71,30.71,NA,3987,NA,NA,0.9,"TEMPL1","HZ_BR","M",13.4781,53.1153,2017,"m","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",14,"DE",NA,NA,NA,NA,0.0885,NA,NA,NA,NA,NA,NA,NA,45,22,NA,NA,NA,TRUE,0,NA,0,6,67,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-14.67,-12.48,"negative","negative","negative","Negative",NA,NA,17.87,82.12,FALSE,0.0185,0.46,0.0938,0.0528,0.05,76.82
"290","AA_0334",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9473684211,"HARN58","HZ_BR","M",14.0078,52.6825,2017,"m","m","m","m","m","m",NA,"m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,"DE",NA,NA,NA,NA,0.0209,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,-10.985,"negative","negative","negative","Negative",NA,NA,12.16,73.26,FALSE,0.0173,0.05,0.1107,0.0718,0.0748,68.44
"291","AA_0335",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,"KLEINE","HZ_BR","F",14.0542,51.9744,2017,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","100","120","70","80/100","mm","mm","dd","mm","mm","dm",13,"DE",NA,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,TRUE,0,NA,0,1,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-5,-11.02,"negative","negative","negative","Negative",NA,NA,13.65,76.7,TRUE,NA,0.51,NA,NA,NA,71.65
"292","AA_0336",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9444444,"TEMPL1","HZ_BR","M",13.4781,53.1153,2017,"m","m","m","m","d","m","m","m",NA,"95","125","120","70/90","80",NA,"mm","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,0.0103,NA,NA,NA,NA,NA,NA,NA,0,70,NA,NA,NA,TRUE,0,NA,0,2,70,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.31,NA,"negative","negative","negative","Negative",NA,NA,5.26,55.3,FALSE,NA,0.08,NA,NA,NA,53.09
"293","AA_0337","YVT","Eppendorf",1,28.82,28.82,NA,14339,NA,NA,0.9130434783,"ALTR39","HZ_BR","F",14.0817,52.7667,2017,"m",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","70","80",NA,"mm","mm","mm","mm","mm",12,"DE",NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,66,115,NA,NA,NA,TRUE,0,NA,0,0,181,4,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-13.03,-13.45,"negative","negative","negative","Negative",NA,NA,14.58,81.18,FALSE,NA,0.6,NA,NA,NA,73.78
"294","AA_0338","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.15,"WOLZ1","HZ_BR","M",13.8339,52.2694,2017,"d","m","m","d","d","d","d","d","94","100","100","100","100","80/100","dd","dd","dd","dd","dd","dm",14,"DE",NA,NA,NA,NA,0.0371,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,TRUE,0,NA,0,1,0,0,0,0,"Alice","March2018",1,0,1,0,2,1,5,2,1.5,0.1,2e+05,8,-12.45,-15.57,"negative","negative","negative","Negative",NA,NA,17.49,82.87,FALSE,0.0257,0.75,148,0.0827,0.0852,90.18
"295","AA_0339","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.8888888889,"JOACHH3","HZ_BR","M",13.4589,53.1247,2017,"m","m",NA,"m",NA,"d","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",12,"DE",NA,NA,NA,NA,0.0524,NA,NA,NA,NA,NA,NA,NA,136,1,NA,NA,NA,TRUE,0,NA,0,0,137,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.06,-14.46,"negative","negative","negative","Negative",NA,NA,17.63,84.42,FALSE,0.0226,0.21,0.1852,0.0579,0.0617,81.46
"296","AA_0340","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.8260869565,"JOACHH3","HZ_BR","F",13.4589,53.1247,2017,"d",NA,"mm","mm",NA,"mm","mm","mm","94","95","125","120","70/100","80","dd","mm","mm","mm","dm","mm",12,"DE",NA,NA,NA,NA,0.0231,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,TRUE,0,NA,0,0,9,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.48,-11.31,"negative","negative","negative","Negative",NA,NA,22.19,80.3,FALSE,NA,0.13,NA,NA,NA,73.83
"297","AA_0341",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9130435,"TEMPL28","HZ_BR","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm",NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",12,"DE",NA,NA,NA,NA,0.0334,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,TRUE,0,NA,0,0,9,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,-9.76,"negative","negative","negative","Negative",NA,NA,15.8,80.13,FALSE,NA,0.54,NA,NA,NA,63.74
"298","AA_0342","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.84,"JOACHH3","HZ_BR","F",13.4589,53.1247,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,"DE",NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,67,0,NA,NA,NA,TRUE,0,NA,0,0,67,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.91,-9.67,"negative","negative","negative","Negative",NA,NA,17.21,78.79,FALSE,NA,0.1,NA,NA,NA,76.52
"299","AA_0343","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.76,"BRIES23","HZ_BR","F",14.0189,51.9661,2017,"m",NA,"mm","dd","mm","mm","mm","mm","100","95/100","100/125","120","100","80","mm","dm","dm","mm","dd","mm",13,"DE",NA,NA,NA,NA,0.0414,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.295,-11.9933333333333,"negative","positive","positive","E_falciformis",NA,NA,14.79,80.06,FALSE,NA,0.13,NA,NA,NA,73.72
