"","Mouse_ID","HI","HI_Level","Year","Date","Plate","Tested_by","Machine","Measurements","Ct_mean_ABI","Ct_1_Ep","Ct_1_Ep_Real_Pred","Ct_1_Ep_Real_Check","Ct_2_Ep","Ct_2_Ep_Real_Pred","Ct_2_Ep_Real_Check","Ct_mean_Ep","Ct_Ep_Consistent","Ct_1_ABI","Ct_2_ABI","Ct_3_ABI","Ct_mean_1_ABI","Ct_4_ABI","Ct_5_ABI","Ct_6_ABI","Ct_mean_2_ABI","Ct_7_ABI","Ct_8_ABI","Ct_9_ABI","Ct_mean_3_ABI","Ct_mean","Consistent","StDev","Transect","Latitude","Longitude","Sex","Oocyst_Predict","Oocyst_Level","Oocyst_Predict.1"
"83","AA_0138",0.84,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,39.87,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.94,"HZ_BR",52.4206,14.1167,"F","0","OP = 0",4292821751815.77
"84","AA_0141",0.88,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.1164,13.7731,"M","0","OP = 0",4292821751815.77
"85","AA_0142",0.78,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.1164,13.7731,"F","0","OP = 0",4292821751815.77
"86","AA_0143",0,"HI == 0",2016,"2016","0","YVT","Eppendorf",1,NA,7.19,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.6,"HZ_BR",52.7881,13.5544,"M","0","OP = 0",4292821751815.77
"87","AA_0144",0.87,"HI < 1",2016,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,26.49950599,28.4,TRUE,TRUE,26.12,TRUE,TRUE,27.26,27.26,26.95208184,26.51669987,26.02973624,26.49950599,NA,NA,NA,NA,NA,NA,NA,NA,26.80370359,TRUE,0.81,"HZ_BR",52.7,14.0828,"F","69000","OP < 10^5",56173.1689033288
"88","AA_0145",0.92,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6703,14.0589,"F","0","OP = 0",4292821751815.77
"89","AA_0146",0.2,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8978,13.8097,"M","0","OP = 0",4292821751815.77
"90","AA_0147",0.17,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8853,13.7875,"F","0","OP = 0",4292821751815.77
"91","AA_0148",0.05,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8978,13.8097,"M","0","OP = 0",4292821751815.77
"92","AA_0149",0.24,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8853,13.7875,"F","0","OP = 0",4292821751815.77
"93","AA_0150",0.25,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,36.44,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.22,"HZ_BR",51.8978,13.8097,"M","0","OP = 0",4292821751815.77
"94","AA_0151",0.12,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8978,13.8097,"F","0","OP = 0",4292821751815.77
"95","AA_0152",0.11,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8978,13.8097,"M","0","OP = 0",4292821751815.77
"96","AA_0153",0.16,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8978,13.8097,"F","0","OP = 0",4292821751815.77
"97","AA_0154",0.25,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8978,13.8097,"M","0","OP = 0",4292821751815.77
"98","AA_0155",0.16,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8978,13.8097,"F","0","OP = 0",4292821751815.77
"99","AA_0156",0.12,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8978,13.8097,"F","0","OP = 0",4292821751815.77
"100","AA_0157",0.16,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,7.77,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.89,"HZ_BR",51.8978,13.8097,"M","0","OP = 0",4292821751815.77
"101","AA_0158",0.2,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.8978,13.8097,"F","0","OP = 0",4292821751815.77
"102","AA_0159",0.12,"HI < 0.25",2016,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,0,21.52,FALSE,FALSE,6.04,FALSE,FALSE,13.78,13.78,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,8.29,"HZ_BR",51.8978,13.8097,"F","0","OP = 0",4292821751815.77
"103","AA_0160",0.16,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,26.85,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13.43,"HZ_BR",51.8978,13.8097,"F","0","OP = 0",4292821751815.77
"104","AA_0161",0.2,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,13.26,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6.63,"HZ_SX",51.8489,13.5339,"F","0","OP = 0",4292821751815.77
"105","AA_0162",0,"HI == 0",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_SX",51.8489,13.5339,"F","0","OP = 0",4292821751815.77
"106","AA_0163",0.32,"HI < 0.5",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_SX",51.8489,13.5339,"F","0","OP = 0",4292821751815.77
"107","AA_0164",0.6,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_SX",51.8536,13.8469,"M","0","OP = 0",4292821751815.77
"108","AA_0165",0.4,"HI < 0.5",2016,"2016","0","YVT","Eppendorf",1,NA,4.79,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.4,"HZ_SX",51.8536,13.8469,"F","0","OP = 0",4292821751815.77
"109","AA_0166",0.53,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,35.4,TRUE,FALSE,36.08,TRUE,FALSE,35.74,35.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.74,NA,0.28,"HZ_SX",51.8536,13.8469,"M","132","OP < 10^3",132.215559138135
"110","AA_0167",0.52,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,30.69,TRUE,TRUE,29.92,TRUE,TRUE,30.31,30.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.31,NA,0.31,"HZ_SX",51.8536,13.8469,"F","5228","OP < 10^4",5227.51321528525
"111","AA_0168",0.52,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,6.76,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.38,"HZ_SX",51.8536,13.8469,"F","0","OP = 0",4292821751815.77
"112","AA_0169",0.23,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,29.54,TRUE,TRUE,29.66,TRUE,TRUE,29.6,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,NA,0.05,"HZ_SX",51.8536,13.8469,"M","8455","OP < 10^4",8454.9807154815
"113","AA_0170",0.72,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_SX",51.8536,13.8469,"F","0","OP = 0",4292821751815.77
"114","AA_0171",0.7,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,31.31,TRUE,FALSE,29.36,TRUE,FALSE,30.33,30.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.33,NA,0.8,"HZ_SX",51.8536,13.8469,"M","5157","OP < 10^4",5157.1879210598
"115","AA_0172",0.56,"HI < 0.75",2016,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,35.22413764,8.12,FALSE,FALSE,39.36,TRUE,FALSE,23.74,39.36,35.54565305,34.90262224,0,35.22413764,NA,NA,NA,NA,NA,NA,NA,NA,29.48206882,TRUE,15.96,"HZ_SX",51.8536,13.8469,"F","188","OP < 10^3",9157.92870234736
"116","AA_0173",0.9,"HI < 1",2016,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,38.17545677,7.61,FALSE,FALSE,36.76,TRUE,TRUE,22.185,36.76,38.17545677,0,0,38.17545677,NA,NA,NA,NA,NA,NA,NA,NA,37.46772839,TRUE,17.56,"HZ_BR",53.02,14.0358,"M","25","OP < 10^2",41.0338128250156
"117","AA_0174",0.6,"HI < 0.75",2016,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,34.87195151,7.17,FALSE,FALSE,12.41,FALSE,FALSE,9.79,9.79,33.23655452,35.69393396,35.68536605,34.87195151,NA,NA,NA,NA,NA,NA,NA,NA,34.87195151,FALSE,13.35,"HZ_SX",51.8536,13.8469,"F","238","OP < 10^3",238.003614028354
"118","AA_0175",0.3,"HI < 0.5",2016,"2016","0","YVT","Eppendorf",1,NA,6.53,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.27,"HZ_SX",51.8536,13.8469,"F","0","OP = 0",4292821751815.77
"119","AA_0176",0.6,"HI < 0.75",2016,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,0,7.39,FALSE,FALSE,6.62,FALSE,FALSE,7.005,7.005,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,3.73,"HZ_SX",51.8536,13.8469,"F","0","OP = 0",4292821751815.77
"120","AA_0177",0.71,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,6.76,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.38,"HZ_BR",53.1267,13.8433,"M","0","OP = 0",4292821751815.77
"121","AA_0178",0.84,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,7.39,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.7,"HZ_BR",53.1314,13.7542,"F","0","OP = 0",4292821751815.77
"122","AA_0179",0.9,"HI < 1",2016,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,0,10.5,FALSE,FALSE,39.9,TRUE,TRUE,25.2,25.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,16.96,"HZ_BR",53.1314,13.7542,"M","0","OP = 0",4292821751815.77
"123","AA_0180",0.8,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,7.71,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.86,"HZ_BR",53.1514,13.2144,"F","0","OP = 0",4292821751815.77
"124","AA_0181",0.65,"HI < 0.75",2016,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,0,4.96,FALSE,FALSE,10.08,FALSE,FALSE,7.52,7.52,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,4.47,"HZ_BR",53.1514,13.2144,"M","0","OP = 0",4292821751815.77
"125","AA_0182",0.04,"HI < 0.25",2016,"2016","0","YVT","Eppendorf",1,NA,7.37,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.69,"HZ_BR",53.0503,13.1725,"F","0","OP = 0",4292821751815.77
"126","AA_0183",0.75,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,39.78,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.89,"HZ_BR",53.1514,13.2144,"M","0","OP = 0",4292821751815.77
"127","AA_0184",0.84,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,6.93,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.47,"HZ_BR",53.1514,13.2144,"F","0","OP = 0",4292821751815.77
"128","AA_0185",0.85,"HI < 1",2016,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,0,15.97,FALSE,FALSE,6.29,FALSE,FALSE,11.13,11.13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,6.34,"HZ_BR",53.0203,14.0356,"M","0","OP = 0",4292821751815.77
"129","AA_0186",0.75,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0203,14.0356,"F","0","OP = 0",4292821751815.77
"130","AA_0187",0.85,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0203,14.0356,"M","0","OP = 0",4292821751815.77
"131","AA_0188",0.72,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0203,14.0356,"F","0","OP = 0",4292821751815.77
"132","AA_0189",0.8,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0203,14.0356,"M","0","OP = 0",4292821751815.77
"133","AA_0190",0.56,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,9.92,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.96,"HZ_SX",51.8536,13.8469,"F","0","OP = 0",4292821751815.77
"134","AA_0191",0.85,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,5.19,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.6,"HZ_BR",53.02,14.0358,"M","0","OP = 0",4292821751815.77
"135","AA_0192",0.88,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,7.73,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.87,"HZ_BR",52.7347,14.1267,"F","0","OP = 0",4292821751815.77
"136","AA_0193",0.88,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,6.81,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.41,"HZ_BR",52.7347,14.1267,"F","0","OP = 0",4292821751815.77
"137","AA_0194",0.95,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,6.7,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.35,"HZ_BR",52.7347,14.1267,"M","0","OP = 0",4292821751815.77
"138","AA_0195",0.88,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7347,14.1267,"F","0","OP = 0",4292821751815.77
"139","AA_0196",0.9,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.2397,13.1633,"M","0","OP = 0",4292821751815.77
"140","AA_0197",0.88,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7347,14.1267,"F","0","OP = 0",4292821751815.77
"141","AA_0198",0.79,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0947,13.4497,"M","0","OP = 0",4292821751815.77
"142","AA_0199",0.84,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.2397,13.1633,"F","0","OP = 0",4292821751815.77
"143","AA_0200",0.85,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,9.76,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.88,"HZ_BR",53.2397,13.1633,"M","0","OP = 0",4292821751815.77
"144","AA_0201",0.96,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,6.45,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.23,"HZ_BR",53.2397,13.1633,"F","0","OP = 0",4292821751815.77
"145","AA_0202",0.95,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,38.91,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.46,"HZ_BR",53.2397,13.1633,"M","0","OP = 0",4292821751815.77
"146","AA_0203",0.72,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,36.98,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.49,"HZ_BR",53.0481,13.4464,"F","0","OP = 0",4292821751815.77
"147","AA_0205",0.64,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,33.75,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16.88,"HZ_BR",53.0481,13.4464,"F","0","OP = 0",4292821751815.77
"148","AA_0206",0.85,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.2397,13.1633,"M","0","OP = 0",4292821751815.77
"149","AA_0207",0.64,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,31.82,TRUE,TRUE,30.67,TRUE,TRUE,31.24,31.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.24,NA,0.47,"HZ_BR",52.4019,14.0672,"F","2785","OP < 10^4",2784.66944118831
"150","AA_0208",0.76,"HI < 1",2016,"2016","0","YVT","Eppendorf",1,NA,38.05,TRUE,FALSE,38.74,TRUE,FALSE,38.4,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,NA,0.28,"HZ_BR",53.0481,13.4464,"F","22","OP < 10^2",21.8249009497743
"151","AA_0209",0.74,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,29.24,TRUE,TRUE,27.7,TRUE,TRUE,28.47,28.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.47,NA,0.63,"HZ_BR",52.4019,14.0672,"F","18174","OP < 10^5",18174.2265639403
"152","AA_0210",0.71,"HI < 0.75",2016,"2016","0","YVT","Eppendorf",1,NA,8.41,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.21,"HZ_BR",52.6506,14.3217,"F","0","OP = 0",4292821751815.77
"153","AA_0211",0.82,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,37.27,TRUE,FALSE,37.62,TRUE,FALSE,37.44,37.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.44,NA,0.14,"HZ_BR",52.7347,14.1267,"F","42","OP < 10^2",41.811624913302
"154","AA_0237",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7339,13.6664,"F","0","OP = 0",4292821751815.77
"155","AA_0238",0.12,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,37.69,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.85,"HZ_BR",52.5861,13.7897,"F","0","OP = 0",4292821751815.77
"156","AA_0239",0.2,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,37.24,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.62,"HZ_BR",52.5861,13.7897,"M","0","OP = 0",4292821751815.77
"157","AA_0240",0.24,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.5844,13.7881,"F","0","OP = 0",4292821751815.77
"158","AA_0241",0.84,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,37.76,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.88,"HZ_BR",52.6242,14.0103,"F","0","OP = 0",4292821751815.77
"159","AA_0243",0.85,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.8875,13.8119,"M","0","OP = 0",4292821751815.77
"160","AA_0244",0.08,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,38.3,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.15,"HZ_BR",52.2458,13.5994,"F","0","OP = 0",4292821751815.77
"161","AA_0246",0.16,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,8.69,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.35,"HZ_BR",52.2225,13.6025,"F","0","OP = 0",4292821751815.77
"162","AA_0247",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,5.99,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,"HZ_BR",52.2225,13.6025,"M","0","OP = 0",4292821751815.77
"163","AA_0248",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,30.46,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.23,"HZ_BR",52.2225,13.6025,"F","0","OP = 0",4292821751815.77
"164","AA_0249",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,36.74,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.37,"HZ_BR",52.2225,13.6025,"M","0","OP = 0",4292821751815.77
"165","AA_0250",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,30.28,TRUE,TRUE,31.31,TRUE,TRUE,30.79,30.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.79,NA,0.42,"HZ_BR",52.2225,13.6025,"M","3777","OP < 10^4",3776.78930164425
"166","AA_0251",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,37.53,TRUE,TRUE,36.45,TRUE,TRUE,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.99,NA,0.44,"HZ_BR",52.2225,13.6025,"F","57","OP < 10^2",56.7082380842785
"167","AA_0252",0.05,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2225,13.6025,"M","0","OP = 0",4292821751815.77
