# Experiment File Name : Plate 1 noQuench.eds
# Created By :tlobnow@googlemail.com
# Last Modified Date : 2021-03-09 12:29:30 PM
# Instrument Type : QuantStudio 1 System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.812","0.003","false","20.0","96069.23",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.814","0.004","false","21.0","95959.86",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.814","0.003","false","22.0","95877.84",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.806","-0.005","false","23.0","96052.805",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.805","-0.008","false","24.0","96006.02",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.811","-0.003","false","25.0","96044.72",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.832","0.018","false","26.0","95986.234",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.863","0.048","false","27.0","95931.734",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.897","0.081","false","28.0","96198.95",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","1.983","0.165","false","29.0","96180.39",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","2.132","0.313","false","30.0","96095.17",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","2.37","0.551","false","31.0","95990.62",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","2.722","0.902","false","32.0","96042.55",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","3.143","1.322","false","33.0","95937.78",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","3.621","1.798","false","34.0","95910.4",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","4.087","2.263","false","35.0","96053.05",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","4.539","2.715","false","36.0","96047.19",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","4.967","3.142","false","37.0","95929.625",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","5.347","3.521","false","38.0","95945.5",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","5.683","3.856","false","39.0","95962.055",
"Plate 1 noQuench.eds","","B10","Unknown","AA_0805","5.951","4.123","false","40.0","95846.93",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.959","-0.009","false","1.0","90065.49",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.955","-0.014","false","2.0","90520.73",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.963","-0.007","false","3.0","90861.07",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.968","-0.004","false","4.0","90833.87",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.977","0.004","false","5.0","90820.01",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.978","0.004","false","6.0","91285.945",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.981","0.006","false","7.0","91825.055",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.983","0.007","false","8.0","91788.23",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.985","0.007","false","9.0","91625.61",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.982","0.003","false","10.0","91546.82",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.975","-0.006","false","11.0","91860.6",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.977","-0.004","false","12.0","92207.32",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.981","-0.002","false","13.0","92233.1",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.98","-0.004","false","14.0","92242.36",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.983","-0.002","false","15.0","92318.305",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.983","-0.004","false","16.0","92373.695",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.986","-0.002","false","17.0","92499.12",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.986","-0.004","false","18.0","92590.71",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.987","-0.003","false","19.0","92511.25",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.993","0.001","false","20.0","92608.71",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.996","0.003","false","21.0","92528.06",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.996","0.001","false","22.0","92574.48",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","2.001","0.005","false","23.0","92535.2",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","1.999","0.002","false","24.0","92539.05",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","2.004","0.006","false","25.0","92385.555",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","2.019","0.019","false","26.0","92268.48",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","2.038","0.037","false","27.0","92424.945",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","2.083","0.081","false","28.0","92721.86",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","2.187","0.183","false","29.0","92659.88",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","2.343","0.338","false","30.0","92664.68",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","2.59","0.584","false","31.0","92597.12",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","2.937","0.93","false","32.0","92484.4",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","3.358","1.349","false","33.0","92595.27",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","3.805","1.795","false","34.0","92810.41",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","4.251","2.24","false","35.0","92920.77",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","4.704","2.692","false","36.0","92736.08",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","5.133","3.12","false","37.0","92525.04",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","5.509","3.494","false","38.0","92418.53",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","5.823","3.807","false","39.0","92438.195",
"Plate 1 noQuench.eds","","B11","Unknown","AA_0805","6.074","4.056","false","40.0","92524.36",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.506","-0.013","false","1.0","97529.69",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.511","-0.008","false","2.0","97643.32",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.519","-0.001","false","3.0","97992.41",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.516","-0.005","false","4.0","98479.28",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.523","0.001","false","5.0","98633.32",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.524","0.001","false","6.0","98633.43",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.522","-0.002","false","7.0","98935.23",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.523","-0.002","false","8.0","99164.04",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.521","-0.005","false","9.0","99384.44",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.529","0.003","false","10.0","99432.45",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.529","0.001","false","11.0","99563.3",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.532","0.004","false","12.0","99541.125",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.534","0.005","false","13.0","99302.58",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.535","0.005","false","14.0","99188.56",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.539","0.008","false","15.0","99426.875",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.534","0.002","false","16.0","99750.664",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.529","-0.004","false","17.0","99920.55",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.524","-0.01","false","18.0","100088.29",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.528","-0.006","false","19.0","99855.82",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.538","0.003","false","20.0","99717.24",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.536","0.0","false","21.0","99863.85",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.537","0.0","false","22.0","99785.47",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.538","0.0","false","23.0","99725.43",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.551","0.013","false","24.0","99576.44",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.565","0.025","false","25.0","99488.91",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.572","0.031","false","26.0","99731.125",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.582","0.04","false","27.0","99835.35",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.627","0.084","false","28.0","99780.4",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.714","0.171","false","29.0","99942.54",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","1.861","0.317","false","30.0","99809.805",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","2.101","0.555","false","31.0","99522.016",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","2.441","0.895","false","32.0","99420.82",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","2.865","1.318","false","33.0","99655.68",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","3.341","1.793","false","34.0","99593.02",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","3.833","2.285","false","35.0","99509.05",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","4.305","2.755","false","36.0","99469.24",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","4.738","3.187","false","37.0","99519.22",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","5.136","3.585","false","38.0","99446.375",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","5.487","3.935","false","39.0","99556.1",
"Plate 1 noQuench.eds","","B12","Unknown","AA_0805","5.752","4.198","false","40.0","99743.21",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.939","0.0","false","1.0","140983.98",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.934","-0.006","false","2.0","141079.33",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.934","-0.007","false","3.0","141147.25",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.941","0.0","false","4.0","141457.14",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.941","0.0","false","5.0","142163.2",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.942","0.0","false","6.0","142198.02",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.945","0.002","false","7.0","142097.81",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.946","0.004","false","8.0","142183.5",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.945","0.002","false","9.0","142273.94",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.945","0.002","false","10.0","142279.03",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.943","-0.001","false","11.0","142506.66",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.945","0.001","false","12.0","142411.0",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.95","0.005","false","13.0","142285.9",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.947","0.002","false","14.0","142399.69",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.942","-0.004","false","15.0","142788.22",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.941","-0.005","false","16.0","142798.56",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.95","0.003","false","17.0","142662.4",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.962","0.014","false","18.0","142559.47",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.969","0.022","false","19.0","142630.23",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.977","0.029","false","20.0","142581.7",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","0.994","0.045","false","21.0","142551.03",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","1.04","0.092","false","22.0","142441.4",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","1.121","0.172","false","23.0","142372.8",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","1.263","0.313","false","24.0","142261.86",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","1.476","0.526","false","25.0","142023.45",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","1.774","0.823","false","26.0","141928.02",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","2.126","1.175","false","27.0","142092.84",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","2.514","1.562","false","28.0","142189.55",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","2.906","1.954","false","29.0","142018.72",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","3.292","2.34","false","30.0","141721.5",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","3.649","2.696","false","31.0","141664.83",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","3.951","2.998","false","32.0","141929.08",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","4.229","3.275","false","33.0","141875.77",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","4.46","3.505","false","34.0","141779.31",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","4.632","3.677","false","35.0","141834.83",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","4.752","3.797","false","36.0","141927.05",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","4.858","3.902","false","37.0","141770.22",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","4.934","3.978","false","38.0","141652.73",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","4.998","4.042","false","39.0","141624.56",
"Plate 1 noQuench.eds","","C1","Standard Curve","10_5","5.029","4.072","false","40.0","141594.02",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.043","0.003","false","1.0","138952.72",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.044","0.003","false","2.0","139278.75",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.041","-0.002","false","3.0","139731.9",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.041","-0.003","false","4.0","139867.44",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.048","0.002","false","5.0","140204.72",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.049","0.002","false","6.0","140260.14",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.049","0.0","false","7.0","140424.1",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.052","0.001","false","8.0","140671.53",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.053","0.001","false","9.0","140785.3",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.058","0.004","false","10.0","140669.88",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.058","0.003","false","11.0","140551.08",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.058","0.001","false","12.0","140470.9",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.056","-0.003","false","13.0","140682.69",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.057","-0.004","false","14.0","140832.9",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.06","-0.002","false","15.0","140756.67",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.061","-0.002","false","16.0","140838.11",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.068","0.003","false","17.0","140975.14",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.067","0.001","false","18.0","140823.16",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.07","0.002","false","19.0","140674.62",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.089","0.02","false","20.0","140737.36",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.112","0.041","false","21.0","140868.52",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.153","0.08","false","22.0","140899.7",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.231","0.156","false","23.0","141022.05",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.368","0.292","false","24.0","140985.84",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.575","0.497","false","25.0","141141.48",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","1.871","0.792","false","26.0","141048.56",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","2.217","1.137","false","27.0","140933.1",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","2.612","1.529","false","28.0","140743.28",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","3.016","1.932","false","29.0","140483.94",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","3.402","2.317","false","30.0","140392.1",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","3.743","2.656","false","31.0","140663.17",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","4.045","2.956","false","32.0","140797.97",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","4.3","3.209","false","33.0","140887.8",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","4.52","3.428","false","34.0","140810.12",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","4.697","3.603","false","35.0","140654.44",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","4.829","3.734","false","36.0","140468.23",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","4.929","3.833","false","37.0","140263.97",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","5.013","3.915","false","38.0","139979.47",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","5.068","3.968","false","39.0","139924.02",
"Plate 1 noQuench.eds","","C2","Standard Curve","10_5","5.083","3.982","false","40.0","140312.33",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.073","-0.003","false","1.0","139613.66",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.075","-0.002","false","2.0","139730.16",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.076","-0.003","false","3.0","140231.95",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.081","0.0","false","4.0","140602.83",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.083","0.0","false","5.0","140647.39",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.084","-0.001","false","6.0","140543.78",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.086","0.0","false","7.0","140488.94",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.095","0.007","false","8.0","140415.17",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.096","0.007","false","9.0","140179.86",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.092","0.001","false","10.0","140120.1",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.089","-0.003","false","11.0","140294.86",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.093","-0.002","false","12.0","139993.31",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.095","-0.001","false","13.0","139907.08",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.095","-0.002","false","14.0","140163.81",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.095","-0.004","false","15.0","140207.9",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.098","-0.003","false","16.0","140112.08",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.102","-0.001","false","17.0","140010.48",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.104","0.0","false","18.0","139889.39",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.112","0.006","false","19.0","139883.64",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.117","0.009","false","20.0","140164.52",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.142","0.033","false","21.0","140103.2",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.187","0.076","false","22.0","139979.55",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.274","0.161","false","23.0","139869.86",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.41","0.296","false","24.0","139789.31",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.622","0.506","false","25.0","139792.8",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","1.919","0.801","false","26.0","139829.17",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","2.275","1.156","false","27.0","139732.86",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","2.671","1.55","false","28.0","139522.42",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","3.067","1.945","false","29.0","139401.81",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","3.456","2.332","false","30.0","139248.64",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","3.812","2.686","false","31.0","139254.95",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","4.122","2.994","false","32.0","139453.58",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","4.379","3.25","false","33.0","139610.58",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","4.589","3.458","false","34.0","139694.78",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","4.767","3.634","false","35.0","139471.4",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","4.898","3.763","false","36.0","139391.11",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","4.998","3.862","false","37.0","139431.45",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","5.065","3.927","false","38.0","139446.38",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","5.117","3.978","false","39.0","139577.42",
"Plate 1 noQuench.eds","","C3","Standard Curve","10_5","5.151","4.009","false","40.0","139566.3",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.124","-0.016","false","1.0","132064.23",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.128","-0.013","false","2.0","132339.44",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.131","-0.01","false","3.0","132798.84",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.137","-0.004","false","4.0","132939.66",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.138","-0.004","false","5.0","132896.52",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.142","0.0","false","6.0","132827.78",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.151","0.008","false","7.0","132801.4",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.146","0.003","false","8.0","133035.88",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.144","0.0","false","9.0","133032.17",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.145","0.0","false","10.0","133059.23",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.145","0.0","false","11.0","132943.17",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.146","0.0","false","12.0","132818.22",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.147","0.001","false","13.0","132748.69",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.148","0.001","false","14.0","132685.25",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.147","0.0","false","15.0","132752.19",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.143","-0.004","false","16.0","132760.5",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.142","-0.005","false","17.0","132935.86",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.153","0.005","false","18.0","132687.38",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.152","0.004","false","19.0","132568.88",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.15","0.001","false","20.0","132639.98",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.154","0.005","false","21.0","132480.88",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.155","0.005","false","22.0","132360.16",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.154","0.004","false","23.0","132298.44",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.15","-0.001","false","24.0","132264.11",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.147","-0.004","false","25.0","132376.25",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.15","-0.002","false","26.0","132402.84",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.149","-0.004","false","27.0","132608.27",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.153","0.0","false","28.0","132549.42",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.154","0.001","false","29.0","132359.52",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.157","0.003","false","30.0","132266.22",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.16","0.005","false","31.0","132308.02",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.16","0.005","false","32.0","132380.72",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.159","0.003","false","33.0","132363.69",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.156","0.0","false","34.0","132461.06",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.154","-0.002","false","35.0","132407.61",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.154","-0.003","false","36.0","132261.77",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.156","-0.002","false","37.0","132203.73",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.153","-0.004","false","38.0","132381.19",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.152","-0.006","false","39.0","132665.64",
"Plate 1 noQuench.eds","","C4","Unknown","AA_0700","1.151","-0.007","false","40.0","132647.98",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.083","-0.018","false","1.0","121060.336",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.091","-0.011","false","2.0","121076.94",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.095","-0.007","false","3.0","121255.97",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.095","-0.007","false","4.0","121379.97",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.098","-0.004","false","5.0","121827.35",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.099","-0.004","false","6.0","121873.96",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.1","-0.003","false","7.0","121870.13",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.106","0.003","false","8.0","121980.7",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.106","0.003","false","9.0","122044.0",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.108","0.005","false","10.0","122025.63",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.109","0.005","false","11.0","121905.305",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.113","0.009","false","12.0","121886.81",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.109","0.004","false","13.0","122199.26",
"Plate 1 noQuench.eds","","C5","Unknown","AA_0700","1.106","0.001","false","14.0","122312.4",
